Facility_Name,Municipality,Confirmed_Resident_Cases,Confirmed_Staff_Cases,Confirmed_Resident_Deaths,Confirmed_Staff_Deaths,Reported_Date,County,Concluded_Date
The Chelsea at Marlboro,Marlboro Twp,4,6,0,0,11/17/2020,Monmouth,3/15/2021
The Jewish Home for Rehab and Nursing,Freehold Twp,2,6,1,0,11/16/2020,Monmouth,2/16/2021
The Chelsea at Shewbury,Shrewsbury Boro,18,20,4,0,11/13/2020,Monmouth,4/5/2021
Complete Care at Shrewsbury (formerly Hackensack Meridian Nursing & Rehabilitation),Shrewsbury Boro,71,47,9,1,11/12/2020,Monmouth,5/19/2021
Arbor Terrace of Middletown,Middletown,11,6,3,0,11/12/2020,Monmouth,2/8/2021
Complete Care Ocean Grove,Ocean Grove,28,16,2,0,11/12/2020,Monmouth,3/20/2021
Wardell Gardens Nursing and Rehab at Tinton Falls,Tinton Falls,0,7,0,0,11/11/2020,Monmouth,3/23/2021
Brandywine Living at The Sycamore,Shrewsbury Twp,15,13,1,0,11/10/2020,Monmouth,5/3/2021
Sunnyside Manor at Wall,Freehold Twp,0,26,0,0,11/10/2020,Monmouth,6/1/2021
Hackensack Meridian Health Nursing & Rehab,Red Bank,12,15,0,0,11/4/2020,Monmouth,5/20/2021
Wellington Estates AL,Wall Twp,8,10,2,0,11/2/2020,Monmouth,4/11/2021
Tower Lodge Care Center,Wall Twp,41,9,7,0,10/30/2020,Monmouth,1/28/2021
Excelcare at Manalapan (formerly Pine Brook Care Center),Manalapan,0,5,0,0,10/28/2020,Monmouth,1/12/2021
Sunrise Assisted Living - Wall,Wall Twp,1,3,0,0,10/23/2020,Monmouth,3/26/2021
Meadowbrook Respiratory & Nursing Center,Matawan,9,18,0,0,10/15/2020,Monmouth,4/1/2021
Coral Harbor Rehabilitation & Healthcare Center,Neptune City,41,16,5,0,10/14/2020,Monmouth,3/25/2021
Complete Care at Bayshore (formerly Bayshore Healthcare Center),Holmdel,1,45,0,0,10/13/2020,Monmouth,5/5/2021
Preferred Care at Wall,Wall Twp,2,4,0,0,10/9/2020,Monmouth,11/30/2020
The Atrium at Navesink Harbor,Red Bank,29,33,14,0,10/8/2020,Monmouth,3/16/2021
Applewood Retirement Facility,Freehold Twp,5,7,1,0,10/7/2020,Monmouth,2/4/2021
The Jewish Home for Rehab and Nursing,Freehold Twp,4,2,0,0,10/2/2020,Monmouth,10/29/2020
Allaire Rehab & Nursing,Freehold Twp,3,18,0,0,10/1/2020,Monmouth,3/2/2021
King Manor Care & Rehabilitation Center,Neptune City,3,9,0,0,9/23/2020,Monmouth,5/26/2021
Arnold Walter Nursing & Rehabilitation Center,Hazlet,6,22,0,0,9/22/2020,Monmouth,6/8/2021
Bayside Manor,Keansburg,67,24,3,0,9/22/2020,Monmouth,6/21/2021
Jersey Shore Post-Acute Nursing and Rehab (formerly Neptune Gardens Nursing & Rehab),Neptune City,61,43,9,0,9/17/2020,Monmouth,5/12/2021
Jersey Shore Center,Eatontown,3,24,1,0,9/8/2020,Monmouth,5/5/2021
Brighton Gardens of Middletown,Middletown,4,1,1,0,9/3/2020,Monmouth,10/26/2020
Mattison Crossing,Freehold Twp,3,0,0,0,8/17/2020,Monmouth,10/13/2020
Ocean Grove Assisted Living and Memory Care,Neptune Twp,18,15,9,0,8/10/2020,Monmouth,11/6/2020
Sunrise of Lincroft,Middletown,5,6,2,0,7/30/2020,Monmouth,10/7/2020
Brandywine Living Reflections at Colts Neck,Colts Neck,1,1,0,0,7/27/2020,Monmouth,8/19/2020
Arbor Terrace of Middletown,Middletown,0,2,0,0,7/24/2020,Monmouth,8/28/2020
The Atrium at Navesink Harbor,Red Bank,0,3,0,0,7/24/2020,Monmouth,9/17/2020
Complete Care Ocean Grove,Ocean Grove,0,3,0,0,7/24/2020,Monmouth,10/20/2020
Brandywine Living at The Sycamore,Shrewsbury Twp,2,3,0,0,7/14/2020,Monmouth,8/10/2020
Jersey Shore Post-Acute Nursing and Rehab (formerly Neptune Gardens Nursing & Rehab),Neptune City,5,6,0,0,5/22/2020,Monmouth,8/3/2020
Sunrise of Lincroft,Middletown,16,15,4,0,5/22/2020,Monmouth,7/30/2020
Millennium Memory Care Ocean,Ocean Twp,13,5,5,0,5/12/2020,Monmouth,7/31/2020
The Willows at Holmdel,Holmdel,2,3,0,0,5/11/2020,Monmouth,8/3/2020
CareOne at King James,Middletown,91,49,19,0,5/1/2020,Monmouth,7/31/2020
Millennium Memory Care at Holmdel,Holmdel,10,1,4,0,4/27/2020,Monmouth,8/3/2020
Brandywine Assisted Living at Wall,Wall Twp,6,5,1,0,4/27/2020,Monmouth,8/11/2020
Brighton Gardens of Middletown,Middletown,49,29,15,0,4/24/2020,Monmouth,8/3/2020
Seabrook Village Continuing Care,Tinton Falls,20,41,7,1,4/24/2020,Monmouth,8/3/2020
Arbor Terrace of Middletown,Middletown,12,4,2,0,4/22/2020,Monmouth,7/4/2020
Coral Harbor Rehabilitation & Healthcare Center,Neptune City,2,4,1,0,4/17/2020,Monmouth,7/10/2020
Ocean Grove Assisted Living and Memory Care,Neptune Twp,18,11,9,0,4/17/2020,Monmouth,8/4/2020
Imperial Healthcare,Neptune City,64,19,4,0,4/15/2020,Monmouth,8/3/2020
Laurel Bay Health and Rehab Center,Keansburg,45,10,5,0,4/15/2020,Monmouth,8/3/2020
Wellington Estates AL,Wall Twp,13,18,3,1,4/11/2020,Monmouth,7/23/2020
Brandywine Living at Governor's Crossing,Englishtown Boro,7,5,2,0,4/10/2020,Monmouth,7/4/2020
Atria Senior Living Tinton Falls,Tinton Falls,24,3,7,0,4/10/2020,Monmouth,7/4/2020
Millennium Memory Care of at Matawan,Matawan,13,4,6,0,4/9/2020,Monmouth,8/3/2020
Shore Pointe Care Center (Formerly Gateway Care Center),Eatontown,101,46,30,0,4/8/2020,Monmouth,11/22/2020
Allaire Rehab & Nursing,Freehold Twp,50,24,7,0,4/8/2020,Monmouth,9/4/2020
Complete Care Ocean Grove,Ocean Grove,41,18,10,0,4/7/2020,Monmouth,7/24/2020
Complete Care at Monmouth (Formerly Monmouth Care Center),Long Branch,46,17,7,0,4/7/2020,Monmouth,8/3/2020
Mira Vie at Manalapan,Manalapan,15,1,3,0,4/7/2020,Monmouth,8/3/2020
Applewood Retirement Facility,Freehold Twp,36,20,10,0,4/6/2020,Monmouth,8/2/2020
Mira Vie at Tinton Falls,Tinton Falls,21,8,8,0,4/6/2020,Monmouth,8/4/2020
Anchor Care and Rehabilitation,Hazlet,94,60,23,1,4/6/2020,Monmouth,3/24/2021
Hackensack Meridian Health Nursing & Rehab,Red Bank,91,24,16,0,4/6/2020,Monmouth,8/11/2020
Monmouth Crossing Assisted Living,Freehold Twp,21,9,8,0,4/5/2020,Monmouth,7/4/2020
The Chelsea at Shewbury,Shrewsbury Boro,11,14,2,0,4/4/2020,Monmouth,8/7/2020
Brandywine Living at Howell,Howell Twp,18,11,7,0,4/4/2020,Monmouth,9/9/2020
Complete Care at Shrewsbury (formerly Hackensack Meridian Nursing & Rehabilitation),Shrewsbury Boro,5,10,1,0,4/3/2020,Monmouth,7/20/2020
Arbor Terrace Shrewsbury,Tinton Falls,14,6,6,0,4/2/2020,Monmouth,7/10/2020
Mattison Crossing,Freehold Twp,46,11,14,0,4/2/2020,Monmouth,7/4/2020
The Manor Health and Rehabilitation Center,Freehold Twp,62,38,21,1,4/2/2020,Monmouth,7/10/2020
The Jewish Home for Rehab and Nursing,Freehold Twp,14,21,6,0,4/2/2020,Monmouth,8/31/2020
Arnold Walter Nursing & Rehabilitation Center,Hazlet,62,19,21,1,4/2/2020,Monmouth,9/9/2020
The Chelsea at Marlboro,Marlboro Twp,45,24,6,0,4/2/2020,Monmouth,7/4/2020
Wardell Gardens Nursing and Rehab at Tinton Falls,Tinton Falls,29,15,4,0,4/1/2020,Monmouth,10/1/2020
CareOne at Wall,Wall Twp,86,50,28,0,3/31/2020,Monmouth,7/11/2020
Complete Care at Bayshore (formerly Bayshore Healthcare Center),Holmdel,119,33,24,0,3/30/2020,Monmouth,8/3/2020
Meadowbrook Respiratory & Nursing Center,Matawan,59,40,13,0,3/30/2020,Monmouth,9/20/2020
Bayside Manor,Keansburg,8,8,5,0,3/30/2020,Monmouth,7/30/2020
Spring Hills Assisted Living of Matawan (formerly Atrium Senior Living of Matawan),Matawan,22,8,8,0,3/28/2020,Monmouth,8/3/2020
CareOne at Holmdel,Holmdel,81,39,32,0,3/27/2020,Monmouth,7/31/2020
Sunrise Assisted Living - Wall,Wall Twp,14,14,6,0,3/26/2020,Monmouth,8/17/2020
The Atrium at Navesink Harbor,Red Bank,3,7,1,0,3/25/2020,Monmouth,7/22/2020
Jersey Shore Center,Eatontown,15,8,1,0,3/25/2020,Monmouth,8/3/2020
Excelcare at Manalapan (formerly Pine Brook Care Center),Manalapan,50,17,23,1,3/24/2020,Monmouth,8/4/2020
Wedgewood Gardens,Freehold Twp,75,35,16,0,3/23/2020,Monmouth,1/4/2021
Preferred Care at Wall,Wall Twp,75,13,22,0,3/23/2020,Monmouth,8/23/2020
Hackensack Meridian Health at Wall,Wall Twp,31,37,10,1,3/20/2020,Monmouth,8/21/2020
King Manor Care & Rehabilitation Center,Neptune City,46,13,16,0,3/20/2020,Monmouth,8/3/2020
Sunrise Senior Living of Marlboro,Marlboro Twp,11,8,7,0,3/19/2020,Monmouth,8/20/2020
Lincoln Park Care Center,Lincoln Park,3,1,0,0,4/4/2025,Morris,5/2/2025
CareOne at Madison Avenue,Morristown,2,0,0,0,3/19/2025,Morris,4/22/2025
Arbor Terrace Morris Plains,Morris Plains Boro,5,1,0,0,3/7/2025,Morris,4/7/2025
Excel Care at Dover (formerly Regency Grande Nursing and Rehabilitation Center),Dover,15,2,1,0,2/26/2025,Morris,4/28/2025
Heath Village §,Hackettstown-Morris-Wash Twp HD,10,5,0,0,2/18/2025,Morris,3/28/2025
Holly Manor Center,Mendham Boro,8,3,0,0,2/14/2025,Morris,3/25/2025
Morristown Post-Acute Rehabilitation and Nursing Center,Morristown,8,0,0,0,2/4/2025,Morris,3/17/2025
Morris View Healthcare Center,Morris Twp,6,0,0,0,2/3/2025,Morris,3/7/2025
Bentley Commons at Paragon Village §,Mt Olive,19,7,0,0,2/3/2025,Morris,4/16/2025
The Oaks at Denville,Denville,3,2,0,0,1/24/2025,Morris,2/25/2025
Juniper Village at Chatham,Chatham Twp,6,0,0,0,1/24/2025,Morris,2/18/2025
Troy Hills Center,Parsippany-Troy Hills,15,3,2,0,1/21/2025,Morris,3/4/2025
Brighton Gardens of Florham Park §,Florham Park Boro,7,0,0,0,1/13/2025,Morris,2/13/2025
Lincoln Park Renaissance and Villas at JDT,Lincoln Park,18,4,0,0,1/7/2025,Morris,4/28/2025
Livia Health and Senior Living (formerly Sycamore Living at East Hanover),East Hanover Twp,30,0,0,0,1/3/2025,Morris,4/4/2025
Sunrise of Mountain Lakes,Mountain Lakes,7,1,0,0,1/2/2025,Morris,2/19/2025
CareOne at Hanover,Hanover Twp,4,0,0,0,12/27/2024,Morris,1/27/2025
Sunrise of Madison,Madison Boro,2,0,0,0,12/23/2024,Morris,1/21/2025
Merry Heart Nursing Home,Roxbury Twp,22,2,0,0,12/23/2024,Morris,2/26/2025
Excel Care at Dover (formerly Regency Grande Nursing and Rehabilitation Center),Dover,13,1,0,0,12/6/2024,Morris,1/16/2025
CareOne at Madison Avenue,Morristown,13,0,0,0,11/29/2024,Morris,12/30/2024
Troy Hills Center,Parsippany-Troy Hills,5,0,0,0,11/25/2024,Morris,1/7/2025
Morristown Post-Acute Rehabilitation and Nursing Center,Morristown,36,5,0,0,11/18/2024,Morris,1/7/2025
Mira Vie at Montville,Montville,6,2,0,0,11/13/2024,Morris,12/6/2024
Lincoln Park Renaissance and Villas at JDT,Lincoln Park,3,1,0,0,11/12/2024,Morris,1/7/2025
Merry Heart Nursing Home,Roxbury Twp,13,0,0,0,11/1/2024,Morris,12/17/2024
Morris View Healthcare Center,Morris Twp,3,0,0,0,10/29/2024,Morris,11/25/2024
Brighton Gardens of Florham Park,Florham Park Boro,5,0,0,0,10/25/2024,Morris,12/13/2024
Excel Care at Dover (formerly Regency Grande Nursing and Rehabilitation Center),Dover,12,2,0,0,10/22/2024,Morris,12/6/2024
Sunrise of Mountain Lakes,Mountain Lakes,6,6,0,0,10/18/2024,Morris,11/20/2024
Arbor Terrace Morris Plains,Morris Plains Boro,38,7,0,0,10/17/2024,Morris,1/24/2025
Sunrise Assisted Living of Randolph,Randolph,6,0,1,0,10/15/2024,Morris,11/21/2024
Chatham Hills Subacute Care Center,Chatham Twp,18,2,0,0,10/8/2024,Morris,11/15/2024
CareOne at Hanover,Hanover Twp,3,0,0,0,10/3/2024,Morris,11/13/2024
Florham Park Rehabilitation and Healthcare Center,Florham Park,4,0,1,0,10/2/2024,Morris,11/4/2024
Victoria Mews Assisted Living,Boonton Twp,22,0,0,0,10/2/2024,Morris,11/27/2024
The Oaks at Denville,Denville,4,1,0,0,9/30/2024,Morris,10/31/2024
Merry Heart Nursing Home,Roxbury Twp,24,9,0,0,9/19/2024,Morris,10/30/2024
Sunrise Assisted Living of Morris Plains,Morris Plains Boro,27,3,1,0,9/18/2024,Morris,12/6/2024
Pine Acres Healthcare and Rehab/Convalescent Center,Madison Boro,4,1,0,0,9/17/2024,Morris,10/17/2024
Morristown Post-Acute Rehabilitation and Nursing Center,Morristown,3,5,0,0,9/17/2024,Morris,10/22/2024
Brightview Randolph LLC,Randolph,11,0,0,0,9/11/2024,Morris,10/30/2024
Mt. Arlington Senior Living,Mt Arlington Boro,5,0,1,0,9/6/2024,Morris,10/22/2024
Fox Trail Memory Care Living Montville,Montville,6,3,0,0,9/5/2024,Morris,10/9/2024
Arden Courts of Whippany,Hanover Twp,19,1,1,0,9/3/2024,Morris,10/21/2024
Cedar Crest - Mountainview Gardens,Pequannock,26,5,0,0,9/3/2024,Morris,10/11/2024
Brookdale Florham Park,Florham Park Boro,11,9,0,0,8/27/2024,Morris,10/23/2024
Morris View Healthcare Center,Morris Twp,20,7,1,0,8/23/2024,Morris,10/15/2024
Excel Care at Dover (formerly Regency Grande Nursing and Rehabilitation Center),Dover,2,0,0,0,8/21/2024,Morris,9/17/2024
Merry Heart Nursing Home,Roxbury Twp,28,13,0,0,8/13/2024,Morris,9/19/2024
Mira Vie at Montville,Montville,3,1,0,0,8/8/2024,Morris,9/16/2024
Sunrise of Madison,Madison Boro,15,3,1,0,8/1/2024,Morris,9/6/2024
Holly Manor Center,Mendham Boro,20,12,2,0,7/25/2024,Morris,9/24/2024
Chatham Hills Subacute Care Center §,Chatham Twp,27,2,1,0,7/22/2024,Morris,9/11/2024
Juniper Village at Chatham,Chatham Twp,3,3,0,0,7/22/2024,Morris,9/9/2024
CareOne at Madison Avenue,Morristown,4,0,0,0,7/22/2024,Morris,8/22/2024
Sunrise Assisted Living of Randolph,Randolph,7,1,0,0,7/17/2024,Morris,9/5/2024
Cedar Crest - Mountainview Gardens,Pequannock,8,2,0,0,7/16/2024,Morris,8/23/2024
Lincoln Park Care Center,Lincoln Park,55,19,2,0,7/11/2024,Morris,12/3/2024
Fallsview Nursing and Rehabilitation Center §,Boonton Twp,14,1,0,0,7/11/2024,Morris,8/23/2024
Harmony Village at CareOne Hanover Township,Whippany,7,1,0,0,7/10/2024,Morris,8/19/2024
Troy Hills Center §,Parsippany-Troy Hills,4,1,0,0,7/9/2024,Morris,8/16/2024
New Jersey Firemen's Home §,Town of Boonton,39,6,0,0,6/28/2024,Morris,8/20/2024
The Oaks at Denville,Denville,7,6,0,0,6/25/2024,Morris,9/30/2024
Sunrise Assisted Living of Morris Plains §,Morris Plains Boro,2,0,0,0,6/19/2024,Morris,7/26/2024
Arden Courts of Whippany,Hanover Twp,5,0,0,0,6/13/2024,Morris,8/5/2024
Weston Assisted Living Residence,Hanover Twp,8,1,0,0,6/6/2024,Morris,7/30/2024
Lincoln Park Renaissance and Villas at JDT,Lincoln Park,41,17,0,0,6/5/2024,Morris,10/22/2024
The Oaks at Denville,Denville,4,2,0,0,5/28/2024,Morris,6/24/2024
CareOne at Hanover,Hanover Twp,30,6,0,0,4/26/2024,Morris,8/19/2024
Juniper Village at Chatham,Chatham Twp,1,0,0,0,4/12/2024,Morris,5/9/2024
Weston Assisted Living Residence,Hanover Twp,4,0,0,0,3/25/2024,Morris,4/30/2024
Cedar Crest - Mountainview Gardens §,Pequannock,2,2,0,0,3/18/2024,Morris,4/26/2024
Lincoln Park Renaissance and Villas at JDT,Lincoln Park,1,0,0,0,3/11/2024,Morris,4/12/2024
Brighton Gardens of Florham Park,Florham Park Boro,4,0,0,0,3/8/2024,Morris,4/17/2024
Merry Heart Assisted Living,Roxbury Twp,11,4,0,0,2/27/2024,Morris,4/5/2024
Merry Heart Nursing Home §,Roxbury Twp,5,4,0,0,2/27/2024,Morris,4/1/2024
The Oaks at Denville,Denville,1,0,0,0,2/26/2024,Morris,3/25/2024
Brightview Randolph LLC,Randolph,2,1,0,0,2/26/2024,Morris,3/27/2024
Brookdale Florham Park,Florham Park Boro,21,4,0,0,2/26/2024,Morris,4/19/2024
Spring Hills at Morristown,Morristown,2,0,0,0,2/12/2024,Morris,3/12/2024
Sunrise Assisted Living of Randolph,Randolph,3,1,0,0,2/9/2024,Morris,3/15/2024
Chatham Hills Subacute Care Center,Chatham Twp,6,2,0,0,2/1/2024,Morris,3/14/2024
Fallsview Nursing and Rehabilitation Center,Boonton Twp,27,14,1,0,1/23/2024,Morris,4/5/2024
Mt. Arlington Senior Living §,Mt Arlington Boro,3,1,0,0,1/16/2024,Morris,3/1/2024
Merry Heart Assisted Living,Roxbury Twp,3,0,0,0,1/15/2024,Morris,2/16/2024
Sunrise of Mountain Lakes,Mountain Lakes,17,7,0,0,1/11/2024,Morris,2/15/2024
Excel Care at Dover (formerly Regency Grande Nursing and Rehabilitation Center),Dover,7,3,0,0,1/9/2024,Morris,3/5/2024
Pine Acres Healthcare and Rehab/Convalescent Center,Madison Boro,7,0,0,0,1/9/2024,Morris,2/28/2024
Brightview Randolph LLC,Randolph,2,0,0,0,1/8/2024,Morris,2/23/2024
Cheshire Home,Florham Park Boro,9,4,0,0,1/5/2024,Morris,3/15/2024
New Jersey Firemen's Home,Town of Boonton,4,1,0,0,1/4/2024,Morris,2/5/2024
Lincoln Park Renaissance and Villas at JDT §,Lincoln Park,21,10,0,0,1/3/2024,Morris,3/12/2024
Juniper Village at Chatham,Chatham Twp,17,7,0,0,1/3/2024,Morris,3/18/2024
Holly Manor Center §,Mendham Boro,9,10,0,0,1/2/2024,Morris,3/1/2024
Arbor Terrace Morris Plains,Morris Plains Boro,2,5,0,0,1/2/2024,Morris,2/9/2024
Heath Village,Hackettstown-Morris-Wash Twp HD,23,15,0,0,12/31/2023,Morris,4/1/2024
Mira Vie at Montville §,Montville,2,0,0,0,12/27/2023,Morris,1/26/2024
Victoria Mews Assisted Living,Boonton Twp,16,1,0,0,12/22/2023,Morris,2/2/2024
Fox Trail Memory Care Living Montville,Montville,3,2,0,0,12/21/2023,Morris,2/9/2024
The Delaney at the Green,Florham Park,5,1,0,0,12/21/2023,Morris,2/13/2024
Livia Health and Senior Living (formerly Sycamore Living at East Hanover),East Hanover Twp,23,8,3,0,12/19/2023,Morris,2/1/2024
Troy Hills Center,Parsippany-Troy Hills,22,8,0,0,12/18/2023,Morris,2/15/2024
CareOne at Parsippany (formerly CareOne at Morris),Parsippany-Troy Hills,8,0,0,0,12/15/2023,Morris,2/22/2024
CareOne at Madison Avenue,Morristown,19,15,0,0,12/15/2023,Morris,2/16/2024
CareOne at Parsippany Assisted Living (Formerly Care One at Morris Assisted Living),Parsippany-Troy Hills,1,0,0,0,12/14/2023,Morris,2/1/2024
Brighton Gardens of Florham Park,Florham Park Boro,5,4,0,0,12/8/2023,Morris,3/12/2024
Sunrise of Madison,Madison Boro,1,3,0,0,11/29/2023,Morris,1/12/2024
Chatham Hills Subacute Care Center,Chatham Twp,10,3,0,0,11/28/2023,Morris,1/2/2024
CareOne at Hanover §,Hanover Twp,27,6,0,0,11/27/2023,Morris,2/23/2024
The Oaks at Denville,Denville,27,16,0,0,11/27/2023,Morris,2/20/2024
Lincoln Park Care Center,Lincoln Park,62,39,1,0,11/20/2023,Morris,4/9/2024
Sunrise Assisted Living of Randolph §,Randolph,10,5,0,0,11/16/2023,Morris,2/23/2024
Juniper Village at Chatham,Chatham Twp,3,1,0,0,11/16/2023,Morris,12/26/2023
Mira Vie at Montville §,Montville,35,9,0,0,11/13/2023,Morris,12/22/2023
Merry Heart Assisted Living,Roxbury Twp,8,1,0,0,11/13/2023,Morris,1/30/2024
CareOne at Parsippany Assisted Living (Formerly Care One at Morris Assisted Living),Parsippany-Troy Hills,1,0,0,0,11/9/2023,Morris,12/11/2023
Merry Heart Nursing Home,Roxbury Twp,12,8,1,0,11/6/2023,Morris,1/18/2024
Arden Courts of Whippany,Hanover Twp,9,1,0,0,11/2/2023,Morris,12/14/2023
Bentley Commons at Paragon Village §,Mt Olive,38,11,0,0,10/25/2023,Morris,3/5/2024
Sunrise of Mountain Lakes,Mountain Lakes,3,3,0,0,10/18/2023,Morris,11/15/2023
Sunrise Assisted Living of Morris Plains,Morris Plains Boro,18,5,0,0,10/13/2023,Morris,1/26/2024
Holly Manor Center §,Mendham Boro,28,18,0,0,10/12/2023,Morris,12/22/2023
Cheshire Home §,Florham Park Boro,2,0,0,0,10/6/2023,Morris,11/3/2023
Morristown Post-Acute Rehabilitation and Nursing Center §,Morristown,55,6,0,0,10/3/2023,Morris,2/23/2024
Excel Care at Dover (formerly Regency Grande Nursing and Rehabilitation Center),Dover,19,3,1,0,10/2/2023,Morris,11/30/2023
Brighton Gardens of Florham Park,Florham Park Boro,44,11,2,0,9/27/2023,Morris,11/28/2023
New Jersey Firemen's Home,Town of Boonton,14,7,0,0,9/27/2023,Morris,11/17/2023
Troy Hills Center,Parsippany-Troy Hills,4,0,0,0,9/26/2023,Morris,10/25/2023
Garden Terrace Nursing Home,Chatham Boro,10,3,0,0,9/26/2023,Morris,11/7/2023
Country Home Operations LLC,Parsippany-Troy Hills,13,0,0,0,9/25/2023,Morris,11/1/2023
Arbor Terrace Morris Plains,Morris Plains Boro,2,0,0,0,9/20/2023,Morris,10/23/2023
Sunrise Assisted Living of Randolph,Randolph,9,2,0,0,9/18/2023,Morris,10/23/2023
Livia Health and Senior Living (formerly Sycamore Living at East Hanover),East Hanover Twp,20,10,0,0,9/15/2023,Morris,11/24/2023
Merry Heart Nursing Home,Roxbury Twp,11,8,1,0,9/13/2023,Morris,10/27/2023
Victoria Mews Assisted Living,Boonton Twp,15,3,1,0,9/13/2023,Morris,11/1/2023
Heath Village §,Hackettstown-Morris-Wash Twp HD,8,6,0,0,9/8/2023,Morris,10/27/2023
CareOne at Hanover,Hanover Twp,5,0,0,0,9/5/2023,Morris,12/8/2023
Lincoln Park Care Center,Lincoln Park,30,11,0,0,9/5/2023,Morris,11/14/2023
Pine Acres Healthcare and Rehab/Convalescent Center,Madison Boro,6,5,0,0,9/5/2023,Morris,10/3/2023
Sunrise of Madison,Madison Boro,7,3,0,0,9/5/2023,Morris,10/27/2023
Chatham Hills Subacute Care Center §,Chatham Twp,56,3,0,0,8/31/2023,Morris,11/22/2023
The Oaks at Denville,Denville,16,6,0,0,8/30/2023,Morris,11/3/2023
Mira Vie at Montville,Montville,2,0,0,0,8/30/2023,Morris,9/28/2023
Bentley Commons at Paragon Village,Mt Olive,3,2,0,0,8/28/2023,Morris,10/31/2023
Morristown Post-Acute Rehabilitation and Nursing Center,Morristown,7,0,0,0,8/28/2023,Morris,9/29/2023
Lincoln Park Renaissance and Villas at JDT §,Lincoln Park,13,1,0,0,8/24/2023,Morris,11/22/2023
Brookdale Florham Park,Florham Park Boro,11,5,0,0,8/22/2023,Morris,9/28/2023
Cedar Crest - Mountainview Gardens §,Pequannock,36,41,2,0,8/22/2023,Morris,3/5/2024
Morris View Healthcare Center §,Morris Twp,47,9,1,0,8/14/2023,Morris,1/19/2024
Chatham Hills Subacute Care Center,Chatham Twp,1,0,0,0,8/2/2023,Morris,9/1/2023
Cheshire Home,Florham Park Boro,1,0,0,0,8/2/2023,Morris,8/31/2023
Juniper Village at Chatham,Chatham Twp,4,2,0,0,7/20/2023,Morris,8/17/2023
Merry Heart Nursing Home,Roxbury Twp,3,0,0,0,5/30/2023,Morris,6/28/2023
Weston Assisted Living Residence,Hanover Twp,11,1,0,0,5/25/2023,Morris,7/3/2023
Livia Health and Senior Living (formerly Sycamore Living at East Hanover),East Hanover Twp,1,0,0,0,5/23/2023,Morris,6/19/2023
Cheshire Home,Florham Park Boro,1,0,0,0,5/22/2023,Morris,6/21/2023
Sunrise of Madison,Madison Boro,7,2,0,0,5/19/2023,Morris,6/21/2023
Sunrise Assisted Living of Randolph,Randolph,3,1,0,0,5/19/2023,Morris,6/20/2023
Cedar Crest - Mountainview Gardens,Pequannock,2,0,0,0,5/16/2023,Morris,6/21/2023
CareOne at Parsippany (formerly CareOne at Morris),Parsippany-Troy Hills,1,0,0,0,5/10/2023,Morris,6/6/2023
Fallsview Nursing and Rehabilitation Center,Boonton Twp,1,0,0,0,4/11/2023,Morris,5/4/2023
Lincoln Park Care Center,Lincoln Park,27,7,1,0,4/10/2023,Morris,7/25/2023
Harmony Village at CareOne Hanover Township,Whippany,11,1,0,0,3/24/2023,Morris,5/5/2023
Mt. Arlington Senior Living,Mt Arlington Boro,2,0,0,0,3/22/2023,Morris,5/10/2023
Morristown Post-Acute Rehabilitation and Nursing Center,Morristown,2,0,0,0,3/21/2023,Morris,4/17/2023
The Oaks at Denville,Denville,11,1,0,0,3/8/2023,Morris,6/2/2023
Sunrise of Mountain Lakes,Mountain Lakes,4,1,0,0,3/7/2023,Morris,4/10/2023
Merry Heart Assisted Living,Roxbury Twp,26,5,2,0,2/28/2023,Morris,4/17/2023
Juniper Village at Chatham,Chatham Twp,14,5,0,0,2/27/2023,Morris,4/5/2023
Bentley Commons at Paragon Village,Mt Olive,1,0,0,0,2/2/2023,Morris,3/6/2023
Livia Health and Senior Living (formerly Sycamore Living at East Hanover),East Hanover Twp,1,0,0,0,1/31/2023,Morris,2/24/2023
Morris View Healthcare Center,Morris Twp,10,1,1,0,1/25/2023,Morris,5/10/2023
Fallsview Nursing and Rehabilitation Center,Boonton Twp,28,15,0,0,1/24/2023,Morris,3/7/2023
Merry Heart Nursing Home,Roxbury Twp,16,8,1,0,1/19/2023,Morris,5/1/2023
Spring Hills at Morristown,Morristown,3,5,0,0,1/13/2023,Morris,2/7/2023
Mira Vie at Montville,Montville,26,11,0,0,1/9/2023,Morris,2/22/2023
Juniper Village at Chatham,Chatham Twp,10,2,0,0,1/9/2023,Morris,2/17/2023
Brookdale Florham Park,Florham Park Boro,15,4,0,0,1/5/2023,Morris,4/4/2023
Bentley Commons at Paragon Village §,Mt Olive,1,0,0,0,1/4/2023,Morris,2/2/2023
Heath Village §,Hackettstown-Morris-Wash Twp HD,27,13,2,0,12/30/2022,Morris,3/10/2023
Brighton Gardens of Florham Park,Florham Park Boro,4,2,0,0,12/29/2022,Morris,2/9/2023
Sunrise Assisted Living of Randolph,Randolph,16,4,0,0,12/29/2022,Morris,2/14/2023
